skill_name,references
"commercial negotiation skills",3
"data sharing initiatives",1
"advanced mathematical/statistical models",1
"python programming",1
"monte carlo techniques",1
"collaboration with data scientists",1
"data analytical skills",1
"understanding of the drug development process",5
"remote working skills",6
"in-office working skills",5
"information sharing",1
"pitch materials development",1
"research organization",1
"brand expertise",1
"marketing material approval",1
"social media engagement",1
"influencer engagement",1
"franchise management",1
"effective planning",1
"admin tasks",1
"generating pos",1
"managing invoices",1
"franchise ecosystems",1
"consumer touchpoints",1
"research insights",1
"film/tv content knowledge",1
"finance close activities",2
"preparation of reports",2
"month-end tasks",2
"urgency",2
"microsoft",2
"linear architecture",1
"non-linear architecture",3
"owner mindset",3
"logical mindset",3
"engineering mindset",3
"accurate communication",3
"power automate",2
"sql server",1
"harnesses",2
"calibration validation",2
"rfid equipment tagging",1
"packaging waste regulation",1
"sourcing activities",1
"trial support",1
"process harmonization",1
"specifications understanding",1
"category experience",1
"supplier quality 4.0",1
"event planning and coordination",1
"media landscape knowledge",1
"press management",1
"contract interpretation",2
"rights management",3
"international business communication",3
"documentation drafting",3
"content release management",5
"scripted tv production knowledge",3
"business affairs understanding",2
"legal affairs knowledge",2
"financing of scripted television",2
"drafting requests",3
"note-taking",3
"systems management",3
"drafting & review of contracts",1
"managing tracking and signing processes",1
"working on precedents",1
"assisting in compliance policies",1
"understanding of bribery and gifts regulations",1
"knowledge of code of conduct",1
"support for brand protection and enforcement",1
"ip rights research",3
"investigating infringements",3
"drafting cease and desist letters",3
"drafting witness statements",3
"training law enforcement authorities",1
"managing enforcement programs",3
"understanding of intellectual property issues",3
"business affairs knowledge",2
"franchise brand management",3
"games and digital platforms knowledge",3
"legal drafting",1
"consumer product licensing",5
"non-disclosure agreements (nda)",1
"service agreements",3
"document management systems",3
"legal skills",1
"contract preparation",3
"collaboration with commercial teams",1
"collaboration with franchise teams",1
"collaboration with legal teams",1
"insight into brand protection",2
"insight into brand licensing",1
"sra training programme",3
"paralegal training",3
"licensing management",3
"profit maximization",3
"international entertainment business knowledge",2
"marketing plans execution",2
"product market introduction",2
"adaptability to different markets",2
"consumer products licensing",5
"physical format licensing",3
"tv licensing",3
"digital licensing",3
"commercial decision making",3
"cross-team liaison",1
"monitoring social networks",3
"film and tv knowledge",2
"career development in the entertainment industry",2
"user experience",4
"user centred design",3
"functional specifications writing",1
"software systems troubleshooting",3
"technical specifications",3
"system configuration",3
"equal employment opportunity policies",2
"willingness to work rotating shift patterns",3
"early starts",3
"evenings",3
"overnights",1
"weekends",1
"bank holidays",3
"newsgathering",3
"editorial support",3
"digital video production",3
"social media reporting",3
"verification of visual content",3
"eyewitness account reporting",1
"picture research",1
"logging",1
"editorial information gathering",1
"desire to pursue a career in journalism",2
"awareness of news and current affairs",2
"ability to handle sensitive information",2
"familiarity with social media",2
"avid",3
"final cut",4
"project organization",1
"content protection measures",3
"online secure screening systems",3
"raising pos",3
"setting up new vendors",3
"setting up new customers",3
"raising invoice requests",3
"media industry operations",3
"quality checks (qcs)",3
"content protection",3
"communication with artists",3
"communication with talent",3
"communication with agents",3
"communication with licensors",3
"communication with producers",3
"communication with vendors",3
"internal processes and systems",2
"enthusiasm for the film & tv industry",3
"post-production",4
"theatrical film",3
"film industry",3
"press material management",3
"publicity development",3
"talent interview organization",2
"pr coverage archiving",2
"coverage reporting",2
"press materials creation",3
"media coverage monitoring",3
"campaign evaluation",3
"ui design",3
"agile tools",3
"customer satisfaction measurements",3
"data driven product development",3
"user interviews",3
"inquisitive approach",3
"consumer product development",3
"infrastructure builds",2
"business change",2
"service launches",2
"communication styles",2
"project objectives",2
"working with geographically diverse teams",1
"publicity elements",2
"post-campaign coverage reporting",2
"project assistance",3
"ability to learn quickly",2
"knowledge of social media platforms",2
"feedback contribution",2
"interest in entertainment media",2
"awareness of uk media landscape",2
"interest in film industry",3
"content rights acquisition",2
"media exploitation strategies",2
"linear broadcast understanding",2
"transactional vod knowledge",1
"svod understanding",2
"avod knowledge",2
"youtube content strategies",2
"consumer products insights",2
"experiential marketing",2
"television distribution",1
"financial planning and analysis (fp&a)",1
"tv knowledge",2
"film knowledge",2
"technology market understanding",1
"scripted television knowledge",1
"system knowledge",2
"enhancement request management",1
"creative management",1
"ad sales",1
"creative production",1
"on-air promo strategy",1
"effective on-air campaigns",1
"safety standards improvement",1
"travel for training opportunities",1
"uk employment regulations",1
"emea employment regulations",1
"apac employment regulations",1
"employment legal knowledge",1
"insight into diversity, equality, and inclusivity",1
"practical experience in media and entertainment",1
"independent distribution",1
"collaborative teamwork",1
"drafting contracts",2
"reviewing legal documents",2
"understanding of bribery laws",2
"knowledge of entertainment law",2
"nda preparation",2
"insight offering",1
"media agency liaison",2
"posting on social networks",2
"knowledge of film and tv",1
"interest in the entertainment industry",1
"news awareness",1
"sensitivity in handling information",1
"social media familiarity",1
"plant engineering",4
"traction engineering",4
"rolling stock engineering",1
"infrastructure engineering",4
"content uploading",1
"understanding of the sports industry",1
"availability for evening and weekend shifts",1
